Strategy,Target_Budget,Actual_Call_Rate,Overall_CER,Boundary_Deletion_Recall@B,Substitution_CER,P95_Latency_MS,Avg_Token_Usage,Total_Token_Usage,N_Latency_Valid,N_Token_Valid,AER,CVR,N_valid
AgentA_Only,0.0,0.0,0.099561,0.0,0.055109,0.0,0.0,0.0,0,0,0.0,0.0,3424
GCR,0.1,0.0999,0.09681,0.233474,0.053124,180759.066,0.0,0.0,342,0,0.3889,0.5,3424
